id,longitude,latitude,time,sm_rootzone
20180101_0130,-96.55631213729443,39.08453469374743,2018-01-01 01:30:00,0.29757562279701233
20180101_0430,-96.55631213729443,39.08453469374743,2018-01-01 04:30:00,0.2975406348705292
20180101_0730,-96.55631213729443,39.08453469374743,2018-01-01 07:30:00,0.2975624203681946
20180101_1030,-96.55631213729443,39.08453469374743,2018-01-01 10:30:00,0.2975597381591797
20180101_1330,-96.55631213729443,39.08453469374743,2018-01-01 13:30:00,0.29752805829048157
20180101_1630,-96.55631213729443,39.08453469374743,2018-01-01 16:30:00,0.29751497507095337
20180101_1930,-96.55631213729443,39.08453469374743,2018-01-01 19:30:00,0.2975570559501648
20180101_2230,-96.55631213729443,39.08453469374743,2018-01-01 22:30:00,0.2974848449230194
20180102_0130,-96.55631213729443,39.08453469374743,2018-01-02 01:30:00,0.2974260449409485
20180102_0430,-96.55631213729443,39.08453469374743,2018-01-02 04:30:00,0.2974507510662079
20180102_0730,-96.55631213729443,39.08453469374743,2018-01-02 07:30:00,0.2974410355091095
20180102_1030,-96.55631213729443,39.08453469374743,2018-01-02 10:30:00,0.2975115478038788
20180102_1330,-96.55631213729443,39.08453469374743,2018-01-02 13:30:00,0.29743120074272156
20180102_1630,-96.55631213729443,39.08453469374743,2018-01-02 16:30:00,0.2974202632904053
20180102_1930,-96.55631213729443,39.08453469374743,2018-01-02 19:30:00,0.29740795493125916
20180102_2230,-96.55631213729443,39.08453469374743,2018-01-02 22:30:00,0.29743894934654236
20180103_0130,-96.55631213729443,39.08453469374743,2018-01-03 01:30:00,0.29736068844795227
20180103_0430,-96.55631213729443,39.08453469374743,2018-01-03 04:30:00,0.2974071502685547
20180103_0730,-96.55631213729443,39.08453469374743,2018-01-03 07:30:00,0.29741695523262024
20180103_1030,-96.55631213729443,39.08453469374743,2018-01-03 10:30:00,0.29732370376586914
20180103_1330,-96.55631213729443,39.08453469374743,2018-01-03 13:30:00,0.29734697937965393
20180103_1630,-96.55631213729443,39.08453469374743,2018-01-03 16:30:00,0.2973216474056244
20180103_1930,-96.55631213729443,39.08453469374743,2018-01-03 19:30:00,0.29736417531967163
20180103_2230,-96.55631213729443,39.08453469374743,2018-01-03 22:30:00,0.29726937413215637
20180104_0130,-96.55631213729443,39.08453469374743,2018-01-04 01:30:00,0.2972961962223053
20180104_0430,-96.55631213729443,39.08453469374743,2018-01-04 04:30:00,0.297311395406723
20180104_0730,-96.55631213729443,39.08453469374743,2018-01-04 07:30:00,0.29732245206832886
20180104_1030,-96.55631213729443,39.08453469374743,2018-01-04 10:30:00,0.29735928773880005
20180104_1330,-96.55631213729443,39.08453469374743,2018-01-04 13:30:00,0.29737308621406555
20180104_1630,-96.55631213729443,39.08453469374743,2018-01-04 16:30:00,0.297359824180603
20180104_1930,-96.55631213729443,39.08453469374743,2018-01-04 19:30:00,0.2972820997238159
20180104_2230,-96.55631213729443,39.08453469374743,2018-01-04 22:30:00,0.29734236001968384
20180105_0130,-96.55631213729443,39.08453469374743,2018-01-05 01:30:00,0.29727256298065186
20180105_0430,-96.55631213729443,39.08453469374743,2018-01-05 04:30:00,0.2973043918609619
20180105_0730,-96.55631213729443,39.08453469374743,2018-01-05 07:30:00,0.29732099175453186
20180105_1030,-96.55631213729443,39.08453469374743,2018-01-05 10:30:00,0.2973661720752716
20180105_1330,-96.55631213729443,39.08453469374743,2018-01-05 13:30:00,0.2974066734313965
20180105_1630,-96.55631213729443,39.08453469374743,2018-01-05 16:30:00,0.29739469289779663
20180105_1930,-96.55631213729443,39.08453469374743,2018-01-05 19:30:00,0.29735344648361206
20180105_2230,-96.55631213729443,39.08453469374743,2018-01-05 22:30:00,0.29725778102874756
20180106_0130,-96.55631213729443,39.08453469374743,2018-01-06 01:30:00,0.29719284176826477
20180106_0430,-96.55631213729443,39.08453469374743,2018-01-06 04:30:00,0.2972473204135895
20180106_0730,-96.55631213729443,39.08453469374743,2018-01-06 07:30:00,0.2972605526447296
20180106_1030,-96.55631213729443,39.08453469374743,2018-01-06 10:30:00,0.2972690761089325
20180106_1330,-96.55631213729443,39.08453469374743,2018-01-06 13:30:00,0.29729047417640686
20180106_1630,-96.55631213729443,39.08453469374743,2018-01-06 16:30:00,0.2972773015499115
20180106_1930,-96.55631213729443,39.08453469374743,2018-01-06 19:30:00,0.2972159683704376
20180106_2230,-96.55631213729443,39.08453469374743,2018-01-06 22:30:00,0.29715636372566223
20180107_0130,-96.55631213729443,39.08453469374743,2018-01-07 01:30:00,0.2971009612083435
20180107_0430,-96.55631213729443,39.08453469374743,2018-01-07 04:30:00,0.29717040061950684
20180107_0730,-96.55631213729443,39.08453469374743,2018-01-07 07:30:00,0.2971925139427185
20180107_1030,-96.55631213729443,39.08453469374743,2018-01-07 10:30:00,0.2971534729003906
20180107_1330,-96.55631213729443,39.08453469374743,2018-01-07 13:30:00,0.29722556471824646
20180107_1630,-96.55631213729443,39.08453469374743,2018-01-07 16:30:00,0.2972446382045746
20180107_1930,-96.55631213729443,39.08453469374743,2018-01-07 19:30:00,0.29727038741111755
20180107_2230,-96.55631213729443,39.08453469374743,2018-01-07 22:30:00,0.2974414825439453
20180108_0130,-96.55631213729443,39.08453469374743,2018-01-08 01:30:00,0.29739925265312195
20180108_0430,-96.55631213729443,39.08453469374743,2018-01-08 04:30:00,0.2974357604980469
20180108_0730,-96.55631213729443,39.08453469374743,2018-01-08 07:30:00,0.29747092723846436
20180108_1030,-96.55631213729443,39.08453469374743,2018-01-08 10:30:00,0.2974212169647217
